Time	CH1	Time	CH2
3.384000E-1	2.160138E-2	0.000000E+0	0.000000E+0
3.386000E-1	2.280146E-2	0.000000E+0	0.000000E+0
3.388000E-1	2.400154E-2	0.000000E+0	0.000000E+0
3.390000E-1	2.340150E-2	0.000000E+0	0.000000E+0
3.392000E-1	2.620168E-2	0.000000E+0	0.000000E+0
3.394000E-1	2.460157E-2	0.000000E+0	0.000000E+0
3.396000E-1	2.420155E-2	0.000000E+0	0.000000E+0
3.398000E-1	2.420155E-2	0.000000E+0	0.000000E+0
3.400000E-1	2.560164E-2	0.000000E+0	0.000000E+0
3.402000E-1	2.840182E-2	0.000000E+0	0.000000E+0
3.404000E-1	2.420155E-2	0.000000E+0	0.000000E+0
3.406000E-1	2.460157E-2	0.000000E+0	0.000000E+0
3.408000E-1	2.660170E-2	0.000000E+0	0.000000E+0
3.410000E-1	2.520161E-2	0.000000E+0	0.000000E+0
3.412000E-1	2.680171E-2	0.000000E+0	0.000000E+0
3.414000E-1	2.120136E-2	0.000000E+0	0.000000E+0
3.416000E-1	2.620168E-2	0.000000E+0	0.000000E+0
3.418000E-1	2.360151E-2	0.000000E+0	0.000000E+0
3.420000E-1	2.400154E-2	0.000000E+0	0.000000E+0
3.422000E-1	2.580165E-2	0.000000E+0	0.000000E+0
3.424000E-1	2.340150E-2	0.000000E+0	0.000000E+0
3.426000E-1	2.400154E-2	0.000000E+0	0.000000E+0
3.428000E-1	2.400154E-2	0.000000E+0	0.000000E+0
3.430000E-1	2.560164E-2	0.000000E+0	0.000000E+0
3.432000E-1	2.740175E-2	0.000000E+0	0.000000E+0
3.434000E-1	2.560164E-2	0.000000E+0	0.000000E+0
3.436000E-1	2.400154E-2	0.000000E+0	0.000000E+0
3.438000E-1	2.540163E-2	0.000000E+0	0.000000E+0
3.440000E-1	2.280146E-2	0.000000E+0	0.000000E+0
3.442000E-1	2.380152E-2	0.000000E+0	0.000000E+0
3.444000E-1	2.480159E-2	0.000000E+0	0.000000E+0
3.446000E-1	2.300147E-2	0.000000E+0	0.000000E+0
3.448000E-1	2.640169E-2	0.000000E+0	0.000000E+0
3.450000E-1	2.540163E-2	0.000000E+0	0.000000E+0
3.452000E-1	2.540163E-2	0.000000E+0	0.000000E+0
3.454000E-1	2.720174E-2	0.000000E+0	0.000000E+0
3.456000E-1	2.180140E-2	0.000000E+0	0.000000E+0
3.458000E-1	2.340150E-2	0.000000E+0	0.000000E+0
3.460000E-1	2.860183E-2	0.000000E+0	0.000000E+0
3.462000E-1	2.600166E-2	0.000000E+0	0.000000E+0
3.464000E-1	2.480159E-2	0.000000E+0	0.000000E+0
3.466000E-1	2.320148E-2	0.000000E+0	0.000000E+0
3.468000E-1	2.320148E-2	0.000000E+0	0.000000E+0
3.470000E-1	2.420155E-2	0.000000E+0	0.000000E+0
3.472000E-1	2.760177E-2	0.000000E+0	0.000000E+0
3.474000E-1	2.660170E-2	0.000000E+0	0.000000E+0
3.476000E-1	2.560164E-2	0.000000E+0	0.000000E+0
3.478000E-1	2.780178E-2	0.000000E+0	0.000000E+0
3.480000E-1	2.380152E-2	0.000000E+0	0.000000E+0
3.482000E-1	2.520161E-2	0.000000E+0	0.000000E+0
3.484000E-1	2.660170E-2	0.000000E+0	0.000000E+0
3.486000E-1	2.480159E-2	0.000000E+0	0.000000E+0
3.488000E-1	2.780178E-2	0.000000E+0	0.000000E+0
3.490000E-1	2.680171E-2	0.000000E+0	0.000000E+0
3.492000E-1	2.240143E-2	0.000000E+0	0.000000E+0
3.494000E-1	2.520161E-2	0.000000E+0	0.000000E+0
3.496000E-1	2.480159E-2	0.000000E+0	0.000000E+0
3.498000E-1	2.860183E-2	0.000000E+0	0.000000E+0
3.500000E-1	2.380152E-2	0.000000E+0	0.000000E+0
3.502000E-1	2.480159E-2	0.000000E+0	0.000000E+0
3.504000E-1	2.440156E-2	0.000000E+0	0.000000E+0
3.506000E-1	2.280146E-2	0.000000E+0	0.000000E+0
3.508000E-1	2.460157E-2	0.000000E+0	0.000000E+0
3.510000E-1	2.800179E-2	0.000000E+0	0.000000E+0
3.512000E-1	2.640169E-2	0.000000E+0	0.000000E+0
3.514000E-1	2.580165E-2	0.000000E+0	0.000000E+0
3.516000E-1	2.580165E-2	0.000000E+0	0.000000E+0
3.518000E-1	2.880184E-2	0.000000E+0	0.000000E+0
3.520000E-1	2.520161E-2	0.000000E+0	0.000000E+0
3.522000E-1	2.880184E-2	0.000000E+0	0.000000E+0
3.524000E-1	2.880184E-2	0.000000E+0	0.000000E+0
3.526000E-1	2.580165E-2	0.000000E+0	0.000000E+0
3.528000E-1	2.340150E-2	0.000000E+0	0.000000E+0
3.530000E-1	2.260145E-2	0.000000E+0	0.000000E+0
3.532000E-1	2.540163E-2	0.000000E+0	0.000000E+0
3.534000E-1	2.560164E-2	0.000000E+0	0.000000E+0
3.536000E-1	2.440156E-2	0.000000E+0	0.000000E+0
3.538000E-1	2.200141E-2	0.000000E+0	0.000000E+0
3.540000E-1	2.500160E-2	0.000000E+0	0.000000E+0
3.542000E-1	2.420155E-2	0.000000E+0	0.000000E+0
3.544000E-1	2.320148E-2	0.000000E+0	0.000000E+0
3.546000E-1	2.220142E-2	0.000000E+0	0.000000E+0
3.548000E-1	2.320148E-2	0.000000E+0	0.000000E+0
3.550000E-1	2.460157E-2	0.000000E+0	0.000000E+0
3.552000E-1	1.840118E-2	0.000000E+0	0.000000E+0
3.554000E-1	2.540163E-2	0.000000E+0	0.000000E+0
3.556000E-1	2.180140E-2	0.000000E+0	0.000000E+0
3.558000E-1	2.320148E-2	0.000000E+0	0.000000E+0
3.560000E-1	2.440156E-2	0.000000E+0	0.000000E+0
3.562000E-1	2.160138E-2	0.000000E+0	0.000000E+0
3.564000E-1	2.460157E-2	0.000000E+0	0.000000E+0
3.566000E-1	2.160138E-2	0.000000E+0	0.000000E+0
3.568000E-1	2.580165E-2	0.000000E+0	0.000000E+0
3.570000E-1	2.400154E-2	0.000000E+0	0.000000E+0
3.572000E-1	2.260145E-2	0.000000E+0	0.000000E+0
3.574000E-1	2.300147E-2	0.000000E+0	0.000000E+0
3.576000E-1	2.360151E-2	0.000000E+0	0.000000E+0
3.578000E-1	2.460157E-2	0.000000E+0	0.000000E+0
3.580000E-1	2.660170E-2	0.000000E+0	0.000000E+0
3.582000E-1	2.460157E-2	0.000000E+0	0.000000E+0
3.584000E-1	2.460157E-2	0.000000E+0	0.000000E+0
3.586000E-1	2.540163E-2	0.000000E+0	0.000000E+0
3.588000E-1	2.580165E-2	0.000000E+0	0.000000E+0
3.590000E-1	2.200141E-2	0.000000E+0	0.000000E+0
3.592000E-1	2.620168E-2	0.000000E+0	0.000000E+0
3.594000E-1	2.500160E-2	0.000000E+0	0.000000E+0
3.596000E-1	2.300147E-2	0.000000E+0	0.000000E+0
3.598000E-1	2.280146E-2	0.000000E+0	0.000000E+0
3.600000E-1	2.240143E-2	0.000000E+0	0.000000E+0
3.602000E-1	2.540163E-2	0.000000E+0	0.000000E+0
3.604000E-1	2.520161E-2	0.000000E+0	0.000000E+0
3.606000E-1	2.700173E-2	0.000000E+0	0.000000E+0
3.608000E-1	2.660170E-2	0.000000E+0	0.000000E+0
3.610000E-1	2.320148E-2	0.000000E+0	0.000000E+0
3.612000E-1	2.880184E-2	0.000000E+0	0.000000E+0
3.614000E-1	2.460157E-2	0.000000E+0	0.000000E+0
3.616000E-1	2.460157E-2	0.000000E+0	0.000000E+0
3.618000E-1	2.600166E-2	0.000000E+0	0.000000E+0
3.620000E-1	2.860183E-2	0.000000E+0	0.000000E+0
3.622000E-1	2.620168E-2	0.000000E+0	0.000000E+0
3.624000E-1	2.620168E-2	0.000000E+0	0.000000E+0
3.626000E-1	2.640169E-2	0.000000E+0	0.000000E+0
3.628000E-1	2.680171E-2	0.000000E+0	0.000000E+0
3.630000E-1	2.880184E-2	0.000000E+0	0.000000E+0
3.632000E-1	2.080133E-2	0.000000E+0	0.000000E+0
3.634000E-1	2.760177E-2	0.000000E+0	0.000000E+0
3.636000E-1	2.480159E-2	0.000000E+0	0.000000E+0
3.638000E-1	2.760177E-2	0.000000E+0	0.000000E+0
3.640000E-1	2.640169E-2	0.000000E+0	0.000000E+0
3.642000E-1	2.200141E-2	0.000000E+0	0.000000E+0
3.644000E-1	2.680171E-2	0.000000E+0	0.000000E+0
3.646000E-1	2.560164E-2	0.000000E+0	0.000000E+0
3.648000E-1	2.880184E-2	0.000000E+0	0.000000E+0
3.650000E-1	2.800179E-2	0.000000E+0	0.000000E+0
3.652000E-1	2.740175E-2	0.000000E+0	0.000000E+0
3.654000E-1	2.520161E-2	0.000000E+0	0.000000E+0
3.656000E-1	2.480159E-2	0.000000E+0	0.000000E+0
3.658000E-1	2.600166E-2	0.000000E+0	0.000000E+0
3.660000E-1	2.640169E-2	0.000000E+0	0.000000E+0
3.662000E-1	2.500160E-2	0.000000E+0	0.000000E+0
3.664000E-1	2.620168E-2	0.000000E+0	0.000000E+0
3.666000E-1	2.480159E-2	0.000000E+0	0.000000E+0
3.668000E-1	2.760177E-2	0.000000E+0	0.000000E+0
3.670000E-1	2.380152E-2	0.000000E+0	0.000000E+0
3.672000E-1	2.320148E-2	0.000000E+0	0.000000E+0
3.674000E-1	2.320148E-2	0.000000E+0	0.000000E+0
3.676000E-1	2.320148E-2	0.000000E+0	0.000000E+0
3.678000E-1	2.200141E-2	0.000000E+0	0.000000E+0
3.680000E-1	2.320148E-2	0.000000E+0	0.000000E+0
3.682000E-1	2.240143E-2	0.000000E+0	0.000000E+0
3.684000E-1	2.040131E-2	0.000000E+0	0.000000E+0
3.686000E-1	2.300147E-2	0.000000E+0	0.000000E+0
3.688000E-1	2.340150E-2	0.000000E+0	0.000000E+0
3.690000E-1	2.320148E-2	0.000000E+0	0.000000E+0
3.692000E-1	2.420155E-2	0.000000E+0	0.000000E+0
3.694000E-1	2.500160E-2	0.000000E+0	0.000000E+0
3.696000E-1	2.260145E-2	0.000000E+0	0.000000E+0
3.698000E-1	2.680171E-2	0.000000E+0	0.000000E+0
3.700000E-1	2.540163E-2	0.000000E+0	0.000000E+0
3.702000E-1	2.220142E-2	0.000000E+0	0.000000E+0
3.704000E-1	2.260145E-2	0.000000E+0	0.000000E+0
3.706000E-1	2.700173E-2	0.000000E+0	0.000000E+0
3.708000E-1	2.160138E-2	0.000000E+0	0.000000E+0
3.710000E-1	2.180140E-2	0.000000E+0	0.000000E+0
3.712000E-1	2.020129E-2	0.000000E+0	0.000000E+0
3.714000E-1	2.580165E-2	0.000000E+0	0.000000E+0
3.716000E-1	2.260145E-2	0.000000E+0	0.000000E+0
3.718000E-1	2.200141E-2	0.000000E+0	0.000000E+0
3.720000E-1	2.200141E-2	0.000000E+0	0.000000E+0
3.722000E-1	2.260145E-2	0.000000E+0	0.000000E+0
3.724000E-1	2.560164E-2	0.000000E+0	0.000000E+0
3.726000E-1	2.240143E-2	0.000000E+0	0.000000E+0
3.728000E-1	2.000128E-2	0.000000E+0	0.000000E+0
3.730000E-1	2.460157E-2	0.000000E+0	0.000000E+0
3.732000E-1	1.840118E-2	0.000000E+0	0.000000E+0
3.734000E-1	1.600102E-3	0.000000E+0	0.000000E+0
3.736000E-1	-1.060068E-2	0.000000E+0	0.000000E+0
3.738000E-1	-8.800563E-3	0.000000E+0	0.000000E+0
3.740000E-1	-1.320084E-2	0.000000E+0	0.000000E+0
3.742000E-1	-9.800627E-3	0.000000E+0	0.000000E+0
3.744000E-1	-1.080069E-2	0.000000E+0	0.000000E+0
3.746000E-1	-1.160074E-2	0.000000E+0	0.000000E+0
3.748000E-1	-5.000320E-3	0.000000E+0	0.000000E+0
3.750000E-1	-1.140073E-2	0.000000E+0	0.000000E+0
3.752000E-1	-1.060068E-2	0.000000E+0	0.000000E+0
3.754000E-1	-1.320084E-2	0.000000E+0	0.000000E+0
3.756000E-1	-1.040067E-2	0.000000E+0	0.000000E+0
3.758000E-1	-7.600486E-3	0.000000E+0	0.000000E+0
3.760000E-1	-1.300083E-2	0.000000E+0	0.000000E+0
3.762000E-1	-8.200524E-3	0.000000E+0	0.000000E+0
3.764000E-1	-8.600551E-3	0.000000E+0	0.000000E+0
3.766000E-1	-1.380088E-2	0.000000E+0	0.000000E+0
3.768000E-1	-1.200077E-2	0.000000E+0	0.000000E+0
3.770000E-1	-7.600486E-3	0.000000E+0	0.000000E+0
3.772000E-1	-9.800627E-3	0.000000E+0	0.000000E+0
3.774000E-1	-9.400601E-3	0.000000E+0	0.000000E+0
3.776000E-1	-1.060068E-2	0.000000E+0	0.000000E+0
3.778000E-1	-8.800563E-3	0.000000E+0	0.000000E+0
3.780000E-1	-8.200524E-3	0.000000E+0	0.000000E+0
3.782000E-1	-9.600614E-3	0.000000E+0	0.000000E+0
3.784000E-1	-9.800627E-3	0.000000E+0	0.000000E+0
3.786000E-1	-6.600422E-3	0.000000E+0	0.000000E+0
3.788000E-1	-9.000576E-3	0.000000E+0	0.000000E+0
3.790000E-1	-1.160074E-2	0.000000E+0	0.000000E+0
3.792000E-1	-7.400474E-3	0.000000E+0	0.000000E+0
3.794000E-1	-9.400601E-3	0.000000E+0	0.000000E+0
3.796000E-1	-1.080069E-2	0.000000E+0	0.000000E+0
3.798000E-1	-7.600486E-3	0.000000E+0	0.000000E+0
3.800000E-1	-7.600486E-3	0.000000E+0	0.000000E+0
3.802000E-1	-8.800563E-3	0.000000E+0	0.000000E+0
3.804000E-1	-7.600486E-3	0.000000E+0	0.000000E+0
3.806000E-1	-5.400346E-3	0.000000E+0	0.000000E+0
3.808000E-1	-7.400474E-3	0.000000E+0	0.000000E+0
3.810000E-1	-8.800563E-3	0.000000E+0	0.000000E+0
3.812000E-1	-8.000512E-3	0.000000E+0	0.000000E+0
3.814000E-1	-8.200524E-3	0.000000E+0	0.000000E+0
3.816000E-1	-9.000576E-3	0.000000E+0	0.000000E+0
3.818000E-1	-8.800563E-3	0.000000E+0	0.000000E+0
3.820000E-1	-7.400474E-3	0.000000E+0	0.000000E+0
3.822000E-1	-6.800435E-3	0.000000E+0	0.000000E+0
3.824000E-1	-6.200397E-3	0.000000E+0	0.000000E+0
3.826000E-1	-8.000512E-3	0.000000E+0	0.000000E+0
3.828000E-1	-3.200205E-3	0.000000E+0	0.000000E+0
3.830000E-1	-6.600422E-3	0.000000E+0	0.000000E+0
3.832000E-1	-4.400282E-3	0.000000E+0	0.000000E+0
3.834000E-1	-4.400282E-3	0.000000E+0	0.000000E+0
3.836000E-1	-7.800499E-3	0.000000E+0	0.000000E+0
3.838000E-1	-5.400346E-3	0.000000E+0	0.000000E+0
3.840000E-1	-9.800627E-3	0.000000E+0	0.000000E+0
3.842000E-1	-4.600294E-3	0.000000E+0	0.000000E+0
3.844000E-1	-6.400410E-3	0.000000E+0	0.000000E+0
3.846000E-1	-3.800243E-3	0.000000E+0	0.000000E+0
3.848000E-1	-5.800371E-3	0.000000E+0	0.000000E+0
3.850000E-1	-5.600358E-3	0.000000E+0	0.000000E+0
3.852000E-1	-4.600294E-3	0.000000E+0	0.000000E+0
3.854000E-1	-5.000320E-3	0.000000E+0	0.000000E+0
3.856000E-1	-6.200397E-3	0.000000E+0	0.000000E+0
3.858000E-1	-6.800435E-3	0.000000E+0	0.000000E+0
3.860000E-1	-7.000448E-3	0.000000E+0	0.000000E+0
3.862000E-1	-6.200397E-3	0.000000E+0	0.000000E+0
3.864000E-1	-5.400346E-3	0.000000E+0	0.000000E+0
3.866000E-1	-5.800371E-3	0.000000E+0	0.000000E+0
3.868000E-1	-4.000256E-3	0.000000E+0	0.000000E+0
3.870000E-1	-7.000448E-3	0.000000E+0	0.000000E+0
3.872000E-1	-5.000320E-3	0.000000E+0	0.000000E+0
3.874000E-1	-8.000512E-3	0.000000E+0	0.000000E+0
3.876000E-1	-5.600358E-3	0.000000E+0	0.000000E+0
3.878000E-1	-7.800499E-3	0.000000E+0	0.000000E+0
3.880000E-1	-3.600230E-3	0.000000E+0	0.000000E+0
3.882000E-1	-6.400410E-3	0.000000E+0	0.000000E+0
3.884000E-1	-8.000512E-3	0.000000E+0	0.000000E+0
3.886000E-1	-4.600294E-3	0.000000E+0	0.000000E+0
3.888000E-1	-4.400282E-3	0.000000E+0	0.000000E+0
3.890000E-1	-3.400218E-3	0.000000E+0	0.000000E+0
3.892000E-1	-3.400218E-3	0.000000E+0	0.000000E+0
3.894000E-1	-5.200333E-3	0.000000E+0	0.000000E+0
3.896000E-1	-3.800243E-3	0.000000E+0	0.000000E+0
3.898000E-1	-5.600358E-3	0.000000E+0	0.000000E+0
3.900000E-1	-3.800243E-3	0.000000E+0	0.000000E+0
3.902000E-1	-3.400218E-3	0.000000E+0	0.000000E+0
3.904000E-1	-4.000256E-4	0.000000E+0	0.000000E+0
3.906000E-1	-3.000192E-3	0.000000E+0	0.000000E+0
3.908000E-1	-4.200269E-3	0.000000E+0	0.000000E+0
3.910000E-1	-8.000512E-4	0.000000E+0	0.000000E+0
3.912000E-1	-6.000384E-3	0.000000E+0	0.000000E+0
3.914000E-1	-2.800179E-3	0.000000E+0	0.000000E+0
3.916000E-1	-6.200397E-3	0.000000E+0	0.000000E+0
3.918000E-1	-1.200077E-3	0.000000E+0	0.000000E+0
3.920000E-1	-4.200269E-3	0.000000E+0	0.000000E+0
3.922000E-1	-2.400154E-3	0.000000E+0	0.000000E+0
3.924000E-1	-3.600230E-3	0.000000E+0	0.000000E+0
3.926000E-1	-1.800115E-3	0.000000E+0	0.000000E+0
3.928000E-1	-2.800179E-3	0.000000E+0	0.000000E+0
3.930000E-1	-4.200269E-3	0.000000E+0	0.000000E+0
3.932000E-1	0.000000E+0	0.000000E+0	0.000000E+0
3.934000E-1	-1.800115E-3	0.000000E+0	0.000000E+0
3.936000E-1	-4.000256E-3	0.000000E+0	0.000000E+0
3.938000E-1	-5.000320E-3	0.000000E+0	0.000000E+0
3.940000E-1	-2.800179E-3	0.000000E+0	0.000000E+0
3.942000E-1	-2.000128E-3	0.000000E+0	0.000000E+0
3.944000E-1	-2.800179E-3	0.000000E+0	0.000000E+0
3.946000E-1	-2.200141E-3	0.000000E+0	0.000000E+0
3.948000E-1	-2.800179E-3	0.000000E+0	0.000000E+0
3.950000E-1	-1.800115E-3	0.000000E+0	0.000000E+0
3.952000E-1	-2.600166E-3	0.000000E+0	0.000000E+0
3.954000E-1	-3.400218E-3	0.000000E+0	0.000000E+0
3.956000E-1	-2.600166E-3	0.000000E+0	0.000000E+0
3.958000E-1	-2.600166E-3	0.000000E+0	0.000000E+0
3.960000E-1	-5.800371E-3	0.000000E+0	0.000000E+0
3.962000E-1	-4.000256E-4	0.000000E+0	0.000000E+0
3.964000E-1	-2.400154E-3	0.000000E+0	0.000000E+0
3.966000E-1	-2.000128E-4	0.000000E+0	0.000000E+0
3.968000E-1	-1.800115E-3	0.000000E+0	0.000000E+0
3.970000E-1	-2.400154E-3	0.000000E+0	0.000000E+0
3.972000E-1	-5.400346E-3	0.000000E+0	0.000000E+0
3.974000E-1	-2.000128E-4	0.000000E+0	0.000000E+0
3.976000E-1	8.000512E-4	0.000000E+0	0.000000E+0
3.978000E-1	-3.800243E-3	0.000000E+0	0.000000E+0
3.980000E-1	-6.000384E-4	0.000000E+0	0.000000E+0
3.982000E-1	-1.000064E-3	0.000000E+0	0.000000E+0
3.984000E-1	-1.200077E-3	0.000000E+0	0.000000E+0
3.986000E-1	2.000128E-4	0.000000E+0	0.000000E+0
3.988000E-1	-3.600230E-3	0.000000E+0	0.000000E+0
3.990000E-1	6.000384E-4	0.000000E+0	0.000000E+0
3.992000E-1	2.000128E-4	0.000000E+0	0.000000E+0
3.994000E-1	4.000256E-4	0.000000E+0	0.000000E+0
3.996000E-1	2.400154E-3	0.000000E+0	0.000000E+0
3.998000E-1	-8.000512E-4	0.000000E+0	0.000000E+0
4.000000E-1	0.000000E+0	0.000000E+0	0.000000E+0
4.002000E-1	8.000512E-4	0.000000E+0	0.000000E+0
4.004000E-1	1.600102E-3	0.000000E+0	0.000000E+0
4.006000E-1	-2.800179E-3	0.000000E+0	0.000000E+0
4.008000E-1	-6.000384E-4	0.000000E+0	0.000000E+0
4.010000E-1	-1.000064E-3	0.000000E+0	0.000000E+0
4.012000E-1	1.800115E-3	0.000000E+0	0.000000E+0
4.014000E-1	-1.000064E-3	0.000000E+0	0.000000E+0
4.016000E-1	2.000128E-3	0.000000E+0	0.000000E+0
4.018000E-1	2.600166E-3	0.000000E+0	0.000000E+0
4.020000E-1	8.000512E-4	0.000000E+0	0.000000E+0
4.022000E-1	2.000128E-3	0.000000E+0	0.000000E+0
4.024000E-1	6.000384E-4	0.000000E+0	0.000000E+0
4.026000E-1	-2.000128E-3	0.000000E+0	0.000000E+0
4.028000E-1	2.000128E-3	0.000000E+0	0.000000E+0
4.030000E-1	4.200269E-3	0.000000E+0	0.000000E+0
4.032000E-1	1.600102E-3	0.000000E+0	0.000000E+0
4.034000E-1	-2.000128E-4	0.000000E+0	0.000000E+0
4.036000E-1	-2.000128E-4	0.000000E+0	0.000000E+0
4.038000E-1	-2.600166E-3	0.000000E+0	0.000000E+0
4.040000E-1	-1.000064E-3	0.000000E+0	0.000000E+0
4.042000E-1	4.000256E-4	0.000000E+0	0.000000E+0
4.044000E-1	-1.600102E-3	0.000000E+0	0.000000E+0
4.046000E-1	-3.800243E-3	0.000000E+0	0.000000E+0
4.048000E-1	-6.000384E-4	0.000000E+0	0.000000E+0
4.050000E-1	-2.200141E-3	0.000000E+0	0.000000E+0
4.052000E-1	-1.400090E-3	0.000000E+0	0.000000E+0
4.054000E-1	-2.000128E-3	0.000000E+0	0.000000E+0
4.056000E-1	1.400090E-3	0.000000E+0	0.000000E+0
4.058000E-1	-6.000384E-4	0.000000E+0	0.000000E+0
4.060000E-1	-8.000512E-4	0.000000E+0	0.000000E+0
4.062000E-1	2.400154E-3	0.000000E+0	0.000000E+0
4.064000E-1	-2.000128E-4	0.000000E+0	0.000000E+0
4.066000E-1	3.600230E-3	0.000000E+0	0.000000E+0
4.068000E-1	-4.000256E-4	0.000000E+0	0.000000E+0
4.070000E-1	2.000128E-4	0.000000E+0	0.000000E+0
4.072000E-1	1.600102E-3	0.000000E+0	0.000000E+0
4.074000E-1	2.200141E-3	0.000000E+0	0.000000E+0
4.076000E-1	2.600166E-3	0.000000E+0	0.000000E+0
4.078000E-1	-2.000128E-4	0.000000E+0	0.000000E+0
4.080000E-1	1.800115E-3	0.000000E+0	0.000000E+0
4.082000E-1	6.000384E-4	0.000000E+0	0.000000E+0
4.084000E-1	2.600166E-3	0.000000E+0	0.000000E+0
4.086000E-1	4.000256E-3	0.000000E+0	0.000000E+0
4.088000E-1	2.400154E-3	0.000000E+0	0.000000E+0
4.090000E-1	3.600230E-3	0.000000E+0	0.000000E+0
4.092000E-1	-2.000128E-4	0.000000E+0	0.000000E+0
4.094000E-1	4.200269E-3	0.000000E+0	0.000000E+0
4.096000E-1	3.400218E-3	0.000000E+0	0.000000E+0
4.098000E-1	3.400218E-3	0.000000E+0	0.000000E+0
4.100000E-1	4.000256E-3	0.000000E+0	0.000000E+0
4.102000E-1	3.000192E-3	0.000000E+0	0.000000E+0
4.104000E-1	4.200269E-3	0.000000E+0	0.000000E+0
4.106000E-1	1.800115E-3	0.000000E+0	0.000000E+0
4.108000E-1	2.800179E-3	0.000000E+0	0.000000E+0
4.110000E-1	3.000192E-3	0.000000E+0	0.000000E+0
4.112000E-1	2.200141E-3	0.000000E+0	0.000000E+0
4.114000E-1	1.800115E-3	0.000000E+0	0.000000E+0
4.116000E-1	3.200205E-3	0.000000E+0	0.000000E+0
4.118000E-1	3.800243E-3	0.000000E+0	0.000000E+0
4.120000E-1	5.000320E-3	0.000000E+0	0.000000E+0
4.122000E-1	3.600230E-3	0.000000E+0	0.000000E+0
4.124000E-1	4.000256E-3	0.000000E+0	0.000000E+0
4.126000E-1	3.800243E-3	0.000000E+0	0.000000E+0
4.128000E-1	4.800307E-3	0.000000E+0	0.000000E+0
4.130000E-1	3.400218E-3	0.000000E+0	0.000000E+0
4.132000E-1	4.200269E-3	0.000000E+0	0.000000E+0
4.134000E-1	4.200269E-3	0.000000E+0	0.000000E+0
4.136000E-1	2.600166E-3	0.000000E+0	0.000000E+0
4.138000E-1	2.000128E-4	0.000000E+0	0.000000E+0
4.140000E-1	2.800179E-3	0.000000E+0	0.000000E+0
4.142000E-1	1.400090E-3	0.000000E+0	0.000000E+0
